Mod:Item:MetaData, Localized Name
metallurgy:prometheum_sword, Прометеумный меч
metallurgy:prometheum_helmet, Прометеумный шлем
metallurgy:prometheum_chestplate, Прометеумная кираса
metallurgy:prometheum_leggings, Прометеумные поножи
metallurgy:prometheum_boots, Прометеумные ботинки
metallurgy:copper_ore, Медная руда
metallurgy:copper_block, Блок меди
metallurgy:copper_engraved_block, Медный обработанный блок
metallurgy:copper_large_bricks, Медный большой кирпич
metallurgy:copper_bricks, Медный кирпич
metallurgy:copper_crystals, Медные кристаллы
metallurgy:copper_hazard_block, Медный полосатый блок
metallurgy:copper_reinforced_glass, Медное усиленное стекло
metallurgy:copper_ingot, Слиток меди
metallurgy:copper_dust, Медная пыль
metallurgy:copper_nugget, Медный самородок
metallurgy:copper_axe, Медный топор
metallurgy:copper_hoe, Медная мотыга
metallurgy:copper_pickaxe, Медная кирка
metallurgy:copper_shovel, Медная лопата
metallurgy:copper_sword, Медный меч
metallurgy:copper_helmet, Медный шлем
metallurgy:copper_chestplate, Медная кираса
metallurgy:copper_leggings, Медные поножи
metallurgy:copper_boots, Медные ботинки
metallurgy:adamantine_ore, Адаматитовая руда
metallurgy:adamantine_block, Блок адамантита
metallurgy:adamantine_engraved_block, Адаматитовый обработанный блок
metallurgy:adamantine_large_bricks, Адаматитовый большой кирпич
metallurgy:adamantine_bricks, Адаматитовый кирпич
metallurgy:adamantine_crystals, Адаматитовые кристаллы
metallurgy:adamantine_hazard_block, Адаматитовый полосатый блок
metallurgy:adamantine_reinforced_glass, Адаматитовое усиленное стекло
metallurgy:adamantine_ingot, Слиток адаматита
metallurgy:adamantine_dust, Адаматитовая пыль
metallurgy:adamantine_nugget, Адаматитовый самородок
metallurgy:adamantine_axe, Адаматитовый топор
metallurgy:adamantine_hoe, Адаматитовая мотыга
metallurgy:adamantine_pickaxe, Адаматитовая кирка
metallurgy:adamantine_shovel, Адаматитовая лопата
metallurgy:adamantine_sword, Адаматитовый меч
metallurgy:adamantine_helmet, Адамантитовый шлем
metallurgy:adamantine_chestplate, Адамантитовая кираса
metallurgy:adamantine_leggings, Адамантитовые поножи
metallurgy:adamantine_boots, Адамантитовые ботинки
metallurgy:electrum_block, Блок электрума
metallurgy:electrum_engraved_block, Электрумовый обработанный блок
metallurgy:electrum_large_bricks, Электрумовый большой кирпич
metallurgy:electrum_bricks, Электрумовый кирпич
metallurgy:electrum_crystals, Электрумовые кристаллы
metallurgy:electrum_hazard_block, Электрумовый полосатый блок
metallurgy:electrum_reinforced_glass, Электрумовое усиленное стекло
metallurgy:electrum_ingot, Слиток электрума
metallurgy:electrum_dust, Электрумовая пыль
metallurgy:electrum_nugget, Электрумовый самородок
metallurgy:electrum_axe, Электрумовый топор
metallurgy:electrum_hoe, Электрумовая мотыга
metallurgy:electrum_pickaxe, Электрумовая кирка
metallurgy:electrum_shovel, Электрумовая лопата
metallurgy:electrum_sword, Электрумовый меч
metallurgy:electrum_helmet, Электрумовый шлем
metallurgy:electrum_chestplate, Электрумовая кираса
metallurgy:electrum_leggings, Электрумовые поножи
metallurgy:electrum_boots, Электрумовые ботинки
metallurgy:tartarite_block, Блок тартарита
metallurgy:tartarite_engraved_block, Тартаритовый обработанный блок
metallurgy:tartarite_large_bricks, Тартаритовый большой кирпич
metallurgy:tartarite_bricks, Тартаритовый кирпич
metallurgy:tartarite_crystals, Тартаритовые кристаллы
metallurgy:tartarite_hazard_block, Тартаритовый полосатый блок
metallurgy:tartarite_reinforced_glass, Тартаритовое усиленное стекло
metallurgy:tartarite_ingot, Слиток тартарита
metallurgy:tartarite_dust, Тартаритовая пыль
metallurgy:tartarite_nugget, Тартаритовый самородок
metallurgy:tartarite_axe, Тартаритовый топор
metallurgy:tartarite_hoe, Тартаритовая мотыга
metallurgy:tartarite_pickaxe, Тартаритовая кирка
metallurgy:tartarite_shovel, Тартаритовая лопата
metallurgy:tartarite_sword, Тартаритовый меч
metallurgy:tartarite_helmet, Тартаритовый шлем
metallurgy:tartarite_chestplate, Тартаритовая кираса
metallurgy:tartarite_leggings, Тартаритовые поножи
metallurgy:tartarite_boots, Тартаритовые ботинки
metallurgy:atlarus_ore, Атларовая руда
metallurgy:atlarus_block, Блок атларуса
metallurgy:atlarus_engraved_block, Атларовый обработанный блок
metallurgy:atlarus_large_bricks, Атларовый большой кирпич
metallurgy:atlarus_bricks, Атларовый кирпич
metallurgy:atlarus_crystals, Атларовые кристаллы
metallurgy:atlarus_hazard_block, Атларовый полосатый блок
metallurgy:atlarus_reinforced_glass, Атларовое усиленное стекло
metallurgy:atlarus_ingot, Слиток атларуса
metallurgy:atlarus_dust, Атларовая пыль
metallurgy:atlarus_nugget, Атларовый самородок
metallurgy:atlarus_axe, Атларовый топор
metallurgy:atlarus_hoe, Атларовая мотыга
metallurgy:atlarus_pickaxe, Атларовая кирка
metallurgy:atlarus_shovel, Атларовая лопата
metallurgy:atlarus_sword, Атларовый меч
metallurgy:atlarus_helmet, Атларовый шлем
metallurgy:atlarus_chestplate, Атларовая кираса
metallurgy:atlarus_leggings, Атларовые поножи
metallurgy:atlarus_boots, Атларовые ботинки
metallurgy:vyroxeres_ore, Вироксересовая руда
metallurgy:vyroxeres_block, Блок вироксереса
metallurgy:vyroxeres_engraved_block, Вироксересовый обработанный блок
metallurgy:vyroxeres_large_bricks, Вироксересовый большой кирпич
metallurgy:vyroxeres_bricks, Вироксересовый кирпич
metallurgy:vyroxeres_crystals, Вироксересовые кристаллы
metallurgy:vyroxeres_hazard_block, Вироксересовый полосатый блок
metallurgy:vyroxeres_reinforced_glass, Вироксересовое усиленное стекло
metallurgy:vyroxeres_ingot, Слиток вироксерес
metallurgy:vyroxeres_dust, Вироксересовая пыль
metallurgy:vyroxeres_nugget, Вироксересовый самородок
metallurgy:vyroxeres_axe, Вироксересовый топор
metallurgy:vyroxeres_hoe, Вироксересовая мотыга
metallurgy:vyroxeres_pickaxe, Вироксересовая кирка
metallurgy:vyroxeres_shovel, Вироксересовая лопата
metallurgy:vyroxeres_sword, Вироксересовый меч
metallurgy:vyroxeres_helmet, Вироксересовый шлем
metallurgy:vyroxeres_chestplate, Вироксересовая кираса
metallurgy:vyroxeres_leggings, Вироксересовые поножи
metallurgy:vyroxeres_boots, Вироксересовые ботинки
metallurgy:black_steel_block, Блок черной стали
metallurgy:black_steel_engraved_block, Обработанный блок из черной стали
metallurgy:black_steel_large_bricks, Большой кирпич из черной стали
metallurgy:black_steel_bricks, Кирпич из черной стали
metallurgy:black_steel_crystals, Кристаллы из черной стали
metallurgy:black_steel_hazard_block, Полосатый блок из черной стали
metallurgy:black_steel_reinforced_glass, Усиленное стекло из черной стали
metallurgy:black_steel_ingot, Слиток черной стали
metallurgy:black_steel_dust, Пыль из черной стали
metallurgy:black_steel_nugget, Самородок черной стали
metallurgy:black_steel_axe, Топор из черной стали
metallurgy:black_steel_hoe, Мотыга из черной стали
metallurgy:black_steel_pickaxe, Кирка из черной стали
metallurgy:black_steel_shovel, Лопата из черной стали
metallurgy:black_steel_sword, Меч из черной стали
metallurgy:black_steel_helmet, Шлем из черной стали
metallurgy:black_steel_chestplate, Кираса из черной стали
metallurgy:black_steel_leggings, Поножи  из черной стали
metallurgy:black_steel_boots, Ботинки  из черной стали
metallurgy:lutetium_ore, Лютециевая руда
metallurgy:lutetium_block, Блок лютеция
metallurgy:lutetium_engraved_block, Лютециевый обработанный блок
metallurgy:lutetium_large_bricks, Лютециевый большой кирпич
metallurgy:lutetium_bricks, Лютециевый кирпич
metallurgy:lutetium_crystals, Лютециевые кристаллы
metallurgy:lutetium_hazard_block, Лютециевый полосатый блок
metallurgy:lutetium_reinforced_glass, Лютециевое усиленное стекло
metallurgy:lutetium_ingot, Слиток лютеция
metallurgy:lutetium_dust, Лютециевая пыль
metallurgy:lutetium_nugget, Лютециевый самородок
metallurgy:lutetium_helmet, Лютециевый шлем
metallurgy:lutetium_chestplate, Лютециевая кираса
metallurgy:lutetium_leggings, Лютециевые поножи
metallurgy:lutetium_boots, Лютециевые ботинки
metallurgy:osmium_ore, Осмиевая руда
metallurgy:osmium_block, Блок осмия
metallurgy:osmium_engraved_block, Осмиевый обработанный блок
metallurgy:osmium_large_bricks, Осмиевый большой кирпич
metallurgy:osmium_bricks, Осмиевый кирпич
metallurgy:osmium_crystals, Осмиевые кристаллы
metallurgy:osmium_hazard_block, Осмиевый полосатый блок
metallurgy:osmium_reinforced_glass, Осмиевое усиленное стекло
metallurgy:osmium_ingot, Слиток осмия
metallurgy:osmium_dust, Осмиевая пыль
metallurgy:osmium_nugget, Осмиевый самородок
metallurgy:osmium_helmet, Осмиевый шлем
metallurgy:osmium_chestplate, Осмиевая кираса
metallurgy:osmium_leggings, Осмиевые поножи
metallurgy:osmium_boots, Осмиевые ботинки
metallurgy:oureclase_ore, Орекзалевая руда
metallurgy:oureclase_block, Блок ореклаза
metallurgy:oureclase_engraved_block, Ореклазевый обработанный блок
metallurgy:oureclase_large_bricks, Ореклазовый большой кирпич
metallurgy:oureclase_bricks, Ореклазовый кирпич
metallurgy:oureclase_crystals, Ореклазовые кристаллы
metallurgy:oureclase_hazard_block, Ореклазевый полосатый блок
metallurgy:oureclase_reinforced_glass, Ореклазевое усиленное стекло
metallurgy:oureclase_ingot, Слиток орекзала
metallurgy:oureclase_dust, Ореклазевая пыль
metallurgy:oureclase_nugget, Ореклазевый самородок
metallurgy:oureclase_axe, Ореклазевый топор
metallurgy:oureclase_hoe, Ореклазевая мотыга
metallurgy:oureclase_pickaxe, Ореклазевая кирка
metallurgy:oureclase_shovel, Ореклазевая лопата
metallurgy:oureclase_sword, Ореклазевый меч
metallurgy:oureclase_helmet, Ореклазевый шлем
metallurgy:oureclase_chestplate, Ореклазевая кираса
metallurgy:oureclase_leggings, Ореклазевые поножи
metallurgy:oureclase_boots, Ореклазевые ботинки
metallurgy:inolashite_block, Блок инолашита
metallurgy:inolashite_engraved_block, Инолашитовый обработанный блок
metallurgy:inolashite_large_bricks, Инолашитовый большой кирпич
metallurgy:inolashite_bricks, Инолашитовый кирпич
metallurgy:inolashite_crystals, Инолашитовые кристаллы
metallurgy:inolashite_hazard_block, Инолашитовый полосатый блок
metallurgy:inolashite_reinforced_glass, Инолашитовое усиленное стекло
metallurgy:inolashite_ingot, Слиток инолашита
metallurgy:inolashite_dust, Инолашитовая пыль
metallurgy:inolashite_nugget, Инолашитовый самородок
metallurgy:inolashite_axe, Инолашитовый топор
metallurgy:inolashite_hoe, Инолашитовая мотыга
metallurgy:inolashite_pickaxe, Инолашитовая кирка
metallurgy:inolashite_shovel, Инолашитовая лопата
metallurgy:inolashite_sword, Инолашитовый меч
metallurgy:inolashite_helmet, Инолашитовый шлем
metallurgy:inolashite_chestplate, Инолашитовая кираса
metallurgy:inolashite_leggings, Инолашитовые поножи
metallurgy:inolashite_boots, Инолашитовые ботинки
metallurgy:meutoite_ore, Мевтоитовая руда
metallurgy:meutoite_block, Блок мевтоита 
metallurgy:meutoite_engraved_block, Мевтоитовый обработанный блок
metallurgy:meutoite_large_bricks, Мевтоитовый большой кирпич
metallurgy:meutoite_bricks, Мевтоитовый кирпич
metallurgy:meutoite_crystals, Мевтоитовые кристаллы
metallurgy:meutoite_hazard_block, Мевтоитовый полосатый блок
metallurgy:meutoite_reinforced_glass, Мевтоитовое усиленное стекло
metallurgy:meutoite_ingot, Слиток мевтоита
metallurgy:meutoite_dust, Мевтоитовая пыль
metallurgy:meutoite_nugget, Мевтоитовый самородок
metallurgy:orichalcum_ore, Орихалковая руда
metallurgy:orichalcum_block, Блок орихалка
metallurgy:orichalcum_engraved_block, Орихалковый обработанный блок
metallurgy:orichalcum_large_bricks, Орихалковый большой кирпич
metallurgy:orichalcum_bricks, Орихалковый кирпич
metallurgy:orichalcum_crystals, Орихалковые кристаллы
metallurgy:orichalcum_hazard_block, Орихалковый полосатый блок
metallurgy:orichalcum_reinforced_glass, Орихалковое усиленное стекло
metallurgy:orichalcum_ingot, Слиток орихалка
metallurgy:orichalcum_dust, Орихалковая пыль
metallurgy:orichalcum_nugget, Орихалковый самородок
metallurgy:orichalcum_axe, Орихалковый топор
metallurgy:orichalcum_hoe, Орихалковая мотыга
metallurgy:orichalcum_pickaxe, Орихалковая кирка
metallurgy:orichalcum_shovel, Орихалковая лопата
metallurgy:orichalcum_sword, Орихалковый меч
metallurgy:orichalcum_helmet, Орихалковый шлем
metallurgy:orichalcum_chestplate, Орихалковая кираса
metallurgy:orichalcum_leggings, Орихалковые поножи
metallurgy:orichalcum_boots, Орихалковые ботинки
metallurgy:infuscolium_ore, Инфусколиевая руда
metallurgy:infuscolium_block, Блок инфусколия
metallurgy:infuscolium_engraved_block, Инфусколиумный обработанный блок
metallurgy:infuscolium_large_bricks, Инфусколиевый большой кирпич
metallurgy:infuscolium_bricks, Инфусколиевый кирпич
metallurgy:infuscolium_crystals, Инфусколиевые кристаллы
metallurgy:infuscolium_hazard_block, Инфусколиумный полосатый блок
metallurgy:infuscolium_reinforced_glass, Инфусколиевое усиленное стекло
metallurgy:infuscolium_ingot, Слиток инфусколия
metallurgy:infuscolium_dust, Инфусколиевая пыль
metallurgy:infuscolium_nugget, Инфусколиевый самородок
metallurgy:shadow_steel_block, Блок теневой стали
metallurgy:shadow_steel_engraved_block, Обработанный блок из теневой стали
metallurgy:shadow_steel_large_bricks, Большой кирпич из теневой стали
metallurgy:shadow_steel_bricks, Кирпич из теневой стали
metallurgy:shadow_steel_crystals, Кристаллы из теневой стали
metallurgy:shadow_steel_hazard_block, Полосатый блок из теневой стали
metallurgy:shadow_steel_reinforced_glass, Усиленное стекло из теневой стали
metallurgy:shadow_steel_ingot, Слиток теневой стали
metallurgy:shadow_steel_dust, Пыль теневой стали
metallurgy:shadow_steel_nugget, Самородок теневой стали
metallurgy:shadow_steel_axe, Топор из теневой стали
metallurgy:shadow_steel_hoe, Мотыга из теневой стали
metallurgy:shadow_steel_pickaxe, Кирка из теневой стали
metallurgy:shadow_steel_shovel, Лопата из теневой стали
metallurgy:shadow_steel_sword, Меч из теневой стали
metallurgy:shadow_steel_helmet, Шлем из теневой стали
metallurgy:shadow_steel_chestplate, Кираса из теневой стали
metallurgy:shadow_steel_leggings, Поножи из теневой стали
metallurgy:shadow_steel_boots, Ботинки из теневой стали
metallurgy:midasium_ore, Мидасиевая руда
metallurgy:midasium_block, Блок мидасия
metallurgy:midasium_engraved_block, Мидасиумный обработанный блок
metallurgy:midasium_large_bricks, Мидасиевый большой кирпич
metallurgy:midasium_bricks, Мидасиевый кирпич
metallurgy:midasium_crystals, Мидасиевые кристаллы
metallurgy:midasium_hazard_block, Мидасиумный полосатый блок
metallurgy:midasium_reinforced_glass, Мидасиевое усиленное стекло
metallurgy:midasium_ingot, Слиток мидасия
metallurgy:midasium_dust, Мидасиевая пыль
metallurgy:midasium_nugget, Мидасиевый самородок
metallurgy:midasium_axe, Мидасиевый топор
metallurgy:midasium_hoe, Мидасиевая мотыга
metallurgy:midasium_pickaxe, Мидасиевая кирка
metallurgy:midasium_shovel, Мидасиевая лопата
metallurgy:midasium_sword, Мидасиевый меч
metallurgy:midasium_helmet, Мидасиевый шлем
metallurgy:midasium_chestplate, Мидасиевая кираса
metallurgy:midasium_leggings, Мидасиевые поножи
metallurgy:midasium_boots, Мидасиевые ботинки
metallurgy:krik_block, Блок крика
metallurgy:krik_engraved_block, Криковый обработанный блок
metallurgy:krik_large_bricks, Криковый большой кирпич
metallurgy:krik_bricks, Криковый кирпич
metallurgy:krik_crystals, Криковые кристаллы
metallurgy:krik_hazard_block, Криковый полосатый блок
metallurgy:krik_reinforced_glass, Криковое усиленное стекло
metallurgy:krik_ingot, Слиток крика
metallurgy:krik_dust, Криковая пыль
metallurgy:krik_nugget, Криковый самородок
metallurgy:krik_axe, Криковый топор
metallurgy:krik_hoe, Криковая мотыга
metallurgy:krik_pickaxe, Криковая кирка
metallurgy:krik_shovel, Криковая лопата
metallurgy:krik_sword, Криковый меч
metallurgy:krik_helmet, Криковый шлем
metallurgy:krik_chestplate, Криковая кираса
metallurgy:krik_leggings, Криковые поножи
metallurgy:krik_boots, Криковые ботинки
metallurgy:rubracium_ore, Рубракиевая руда
metallurgy:rubracium_block, Блок рубракия
metallurgy:rubracium_engraved_block, Рубракиевый обработанный блок
metallurgy:rubracium_large_bricks, Рубракиевый большой кирпич
metallurgy:rubracium_bricks, Рубракиевый кирпич
metallurgy:rubracium_crystals, Рубракиевые кристаллы
metallurgy:rubracium_hazard_block, Рубракиевый полосатый блок
metallurgy:rubracium_reinforced_glass, Рубракиевое усиленное стекло
metallurgy:rubracium_ingot, Слиток рубракия
metallurgy:rubracium_dust, Рубракиевая пыль
metallurgy:rubracium_nugget, Рубракиевый самородок
metallurgy:gold_dust, Золотая пыль
metallurgy:iron_dust, Железная пыль
metallurgy:bitumen, Асфальт
metallurgy:tar, Деготь
metallurgy:potash, Калий
metallurgy:sulfur_dust, Сера
metallurgy:thermite_dust, Термитовая пыль
metallurgy:ignatius_fuel, Infused Ignatius
metallurgy:phosphorus, Фосфор
metallurgy:potash_fertilizer, Калиевое удобрение
metallurgy:flint_and_ignatius, Кремень и игнатиус
metallurgy:flint_and_vulcanite, Кремень и вулканит
metallurgy:rubracium_gauntlet, Рубракиевая перчатка
metallurgy:ore_detector, Металлодетектор
metallurgy:etherium_goggles, Этериумные очки
metallurgy:brass_knuckles, Латунные перчатки
metallurgy:electrum_magnet, Электрумовый магнит
metallurgy:lemurite_shield, Лемуритовый щит
metallurgy:zinc_buckler, Цинковый баклер
metallurgy:vulcanite_buckler, Вулканитовый баклер
metallurgy:ceruclase_shield, Церуклазевый щит
metallurgy:orichalcum_buckler, Орихалковый баклер
metallurgy:wiki, Вики Металлургии
thaumicaugmentation:vis_regenerator, ВИС-Регенератор
thaumicaugmentation:warded_chest, Защищённый сундук
thaumicaugmentation:temporary_light, Призванный свет
thaumicaugmentation:stone:0, Пустотный камень
thaumicaugmentation:stone:1, Заражённый пустотный камень
thaumicaugmentation:stone:2, Заражённая пустотная каменистая земля
thaumicaugmentation:stone:3, Древние руны
thaumicaugmentation:stone:4, Затейливый рунный камень
thaumicaugmentation:stone:5, Старинный кирпич
thaumicaugmentation:stone:6, Заросший камень
thaumicaugmentation:stone:7, Светящийся заросший камень
thaumicaugmentation:stone:8, Старинная колонна
thaumicaugmentation:stone:9, Полированный старинный кирпич
thaumicaugmentation:stone:10, Ancient Cobblestone
thaumicaugmentation:stone:11, Ancient Lantern
thaumicaugmentation:arcane_trapdoor_wood, Великодревесный тайный люк
thaumicaugmentation:arcane_trapdoor_metal, Таумиевый тайный люк
thaumicaugmentation:arcane_trapdoor_silverwood, Серебрянодревесный тайный люк
thaumicaugmentation:taint_flower, Заражённый цветок
thaumicaugmentation:impetus_drainer, Impetus Drainer
thaumicaugmentation:impetus_relay, Impetus Relay
thaumicaugmentation:impetus_diffuser, Impetus Diffuser
thaumicaugmentation:impetus_matrix, Impetus Matrix
thaumicaugmentation:impetus_matrix_base, Impetus Matrix Base
thaumicaugmentation:rift_feeder, Flux Inducer
thaumicaugmentation:rift_mover_input, Metaspatial Accumulator
thaumicaugmentation:rift_mover_output, Metaspatial Extruder
thaumicaugmentation:void_recharge_pedestal, Void Recharge Pedestal
thaumicaugmentation:arcane_terraformer, Arcane Terraformer
thaumicaugmentation:rift_monitor, Extradimensional Monitor
thaumicaugmentation:impetus_generator, Impetus Generator
thaumicaugmentation:stability_field_generator, Stability Field Generator
thaumicaugmentation:impetus_gate, Impetus Gate
thaumicaugmentation:stairs_ancient, Ancient Stone Stairs
thaumicaugmentation:slab:0, Ancient Stone Tile Slab
thaumicaugmentation:stairs_eldritch_tile, Eldritch Stone Stairs
thaumicaugmentation:bars:0, Ancient Bars
thaumicaugmentation:fortified_glass, Fortified Glass
thaumicaugmentation:fortified_glass_pane, Fortified Glass Pane
thaumicaugmentation:starfield_glass:0, Starfield Glass (Rift)
thaumicaugmentation:starfield_glass:1, Starfield Glass (Dimensional Fracture)
thaumicaugmentation:starfield_glass:2, Starfield Glass (Magic Mirror)
thaumicaugmentation:capstone:0, Eldritch Capstone
thaumicaugmentation:capstone:1, Ancient Capstone
thaumicaugmentation:capstone:2, Eldritch Altar
thaumicaugmentation:capstone:3, Ancient Altar
thaumicaugmentation:strange_crystal, Strange Crystal
thaumicaugmentation:crab_vent, Crusted Opening
thaumicaugmentation:eldritch_lock:0, Eldritch Lock
thaumicaugmentation:eldritch_lock:1, Eldritch Lock
thaumicaugmentation:eldritch_lock:2, Eldritch Lock
thaumicaugmentation:eldritch_lock:3, Eldritch Lock
thaumicaugmentation:eldritch_lock_impetus, Eldritch Lock
thaumicaugmentation:button_greatwood, Greatwood Button
thaumicaugmentation:button_silverwood, Silverwood Button
thaumicaugmentation:button_arcane_stone, Arcane Stone Button
thaumicaugmentation:warded_button_greatwood, Greatwood Arcane Button
thaumicaugmentation:warded_button_silverwood, Silverwood Arcane Button
thaumicaugmentation:warded_button_arcane_stone, Arcane Stone Arcane Button
thaumicaugmentation:pressure_plate_greatwood, Greatwood Pressure Plate
thaumicaugmentation:pressure_plate_silverwood, Silverwood Pressure Plate
thaumicaugmentation:pressure_plate_arcane_stone, Arcane Stone Pressure Plate
thaumicaugmentation:warded_pressure_plate_greatwood, Greatwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_silverwood, Silverwood Arcane Pressure Plate
thaumicaugmentation:warded_pressure_plate_arcane_stone, Arcane Stone Arcane Pressure Plate
thaumicaugmentation:urn:0, Common Urn
thaumicaugmentation:urn:1, Uncommon Urn
thaumicaugmentation:urn:2, Rare Urn
thaumicaugmentation:gauntlet:0, Таумиевая перчатка заклинателя
thaumicaugmentation:gauntlet:1, Пустотная перчатка заклинателя
thaumicaugmentation:material:0, Фильтр ВИС-Регенератора
thaumicaugmentation:material:1, Защитный символ
thaumicaugmentation:material:2, Связанные механизмы
thaumicaugmentation:material:3, Импульсная клетка
thaumicaugmentation:material:4, Основа ремня
thaumicaugmentation:material:5, Impetus Jewel
thaumicaugmentation:seal_copier, Репликатор печатей
thaumicaugmentation:arcane_door:0, Великодревесная тайная дверь
thaumicaugmentation:arcane_door:1, Таумиевая тайная дверь
thaumicaugmentation:arcane_door:2, Серебрянодревесная тайная дверь
thaumicaugmentation:key:0, Железный ключ
thaumicaugmentation:key:1, Латунный ключ
thaumicaugmentation:key:2, Таумиевый ключ
thaumicaugmentation:void_boots, Сапоги Странника
thaumicaugmentation:rift_seed:0, Семя флаксового разлома
thaumicaugmentation:rift_seed:0, Семя флаксового разлома
thaumicaugmentation:rift_seed:1, Флаксовое семя
thaumicaugmentation:rift_seed:1, Флаксовое семя
thaumicaugmentation:augment_caster_rift_energy_storage, Импульсный проводник
thaumicaugmentation:fracture_locator:0, Локатор изломов
thaumicaugmentation:augment_builder_power:0, Модификатор: Опыт
thaumicaugmentation:augment_builder_power:0, Модификатор: Элемент
thaumicaugmentation:augment_builder_power:0, Модификатор: Мир
thaumicaugmentation:augment_builder_power:0, Модификатор: Ад
thaumicaugmentation:augment_builder_power:0, Модификатор: Край
thaumicaugmentation:augment_builder_power:0, Модификатор: Пустота
thaumicaugmentation:augment_builder_power:0, Модификатор: Безумие
thaumicaugmentation:augment_builder_effect:0, Кристалл эффекта: Сила линзы
thaumicaugmentation:augment_builder_effect:0, Кристалл эффекта: Скорость применения
thaumicaugmentation:augment_builder_effect:0, Кристалл эффекта: Уменьшитель стоимости ВИС
thaumicaugmentation:morphic_tool, Morphic Tool
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:primal_cutter:0, Primal Cutter
thaumicaugmentation:rift_jar:0, Reinforced Jar
thaumicaugmentation:rift_jar:0, Rift in a Jar
thaumicaugmentation:impetus_mirror:0, Impetus Mirror
thaumicaugmentation:impetus_linker:0, Impetus Resonator
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
